A.thaliana	G.sempervirens	C.roseus
	Gelse_mpi.v2.1_MPIG054400.2	CRO_01G002380.16
		
		
		
		
		
		
		
		
		
AT5G14520.1	Gelse_mpi.v2.1_MPIG054390.2	CRO_01G002390.1
		
AT5G40440.1		
AT3G27640.1	Gelse_mpi.v2.1_MPIG054380.1	CRO_01G002400.1
		
AT3G27650.1		CRO_01G002410.1
		
		
		
		CRO_01G002420.1
		
		
		
		
		
AT3G01570.1	Gelse_mpi.v2.1_MPIG054360.1	CRO_01G002430.1
AT3G27660.1	Gelse_mpi.v2.1_MPIG054360.1	CRO_01G002430.1
AT5G40420.1	Gelse_mpi.v2.1_MPIG054360.1	CRO_01G002430.1
		
		
AT5G40410.1		
AT5G14530.1	Gelse_mpi.v2.1_MPIG054350.3	CRO_01G002440.2
		
		
AT3G27670.1	Gelse_mpi.v2.1_MPIG054340.1	CRO_01G002450.1
AT5G40405.1		
		
		
		
		
		
AT3G27690.1		
		
		
AT5G40400.1		
		
AT3G27700.1	Gelse_mpi.v2.1_MPIG054330.1	CRO_01G002470.1
		
		
		
AT3G01560.1	Gelse_mpi.v2.1_MPIG054320.2	CRO_01G002460.2
AT5G14540.1	Gelse_mpi.v2.1_MPIG054320.2	CRO_01G002460.2
		
AT5G40390.1	Gelse_mpi.v2.1_MPIG054310.1	CRO_01G002480.1
		
		
AT5G14550.1	Gelse_mpi.v2.1_MPIG054300.1	CRO_01G002490.1
		
		CRO_01G002500.9
		
		
	Gelse_mpi.v2.1_MPIG054290.1	
		
		
AT3G27710.1		
		
	Gelse_mpi.v2.1_MPIG054280.1	
	Gelse_mpi.v2.1_MPIG054270.10	
		
		CRO_01G002550.1
		
AT5G14560.1		
AT5G40382.1	Gelse_mpi.v2.1_MPIG054220.1	
		CRO_01G002580.1
		
	Gelse_mpi.v2.1_MPIG054260.1	
		
		CRO_01G002590.1
		
		
		
		
		CRO_01G002620.1
AT3G27730.1	Gelse_mpi.v2.1_MPIG054240.1	CRO_01G002630.1
		
		
		
AT5G14570.1	Gelse_mpi.v2.1_MPIG054250.2	CRO_01G002640.1
		
		
AT3G27740.1		
AT5G40380.1	Gelse_mpi.v2.1_MPIG054230.1	CRO_01G002650.1
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG054200.1	
		
AT3G27750.1		
AT5G14580.1	Gelse_mpi.v2.1_MPIG054190.3	CRO_01G002660.1
		
		
		
		
AT5G14590.1	Gelse_mpi.v2.1_MPIG054180.1	CRO_01G002670.1
		
		
		
AT3G27770.1	Gelse_mpi.v2.1_MPIG054140.6	
		
AT5G40370.2		
	Gelse_mpi.v2.1_MPIG054170.1	CRO_01G002680.1
AT5G14600.1	Gelse_mpi.v2.1_MPIG054120.1	
	Gelse_mpi.v2.1_MPIG054160.1	
		
	Gelse_mpi.v2.1_MPIG054150.1	
		
		
	Gelse_mpi.v2.1_MPIG054130.4	
		CRO_01G002690.1
		
AT3G27785.1		
		
AT5G14602.1		
		
	Gelse_mpi.v2.1_MPIG054110.3	
		
		
	Gelse_mpi.v2.1_MPIG054100.1	
AT3G01550.1	Gelse_mpi.v2.1_MPIG054090.1	CRO_01G002700.1
AT3G27800.1		
AT5G40360.1		CRO_01G002710.3
		
AT5G14620.1		
AT3G27809.1		
AT3G01540.2	Gelse_mpi.v2.1_MPIG054080.7	CRO_01G002720.1
AT5G14610.1	Gelse_mpi.v2.1_MPIG054080.7	CRO_01G002720.1
		
		
	Gelse_mpi.v2.1_MPIG054060.1	
	Gelse_mpi.v2.1_MPIG054050.2	CRO_01G002730.1
		
AT5G14640.1	Gelse_mpi.v2.1_MPIG054070.1	
		
		
		
AT3G01530.1	Gelse_mpi.v2.1_MPIG054040.1	CRO_01G002740.1
AT3G27810.1	Gelse_mpi.v2.1_MPIG054040.1	CRO_01G002740.1
AT5G40350.1	Gelse_mpi.v2.1_MPIG054040.1	CRO_01G002740.1
		
AT5G14650.1		
		
		
		
		
		
AT3G27820.1	Gelse_mpi.v2.1_MPIG054030.2	CRO_01G002750.1
		
		
		
AT5G14660.1		
		
AT3G27835.1		
AT3G27840.1	Gelse_mpi.v2.1_MPIG054020.1	CRO_01G002760.1
		
		
	Gelse_mpi.v2.1_MPIG054010.1	
		
		
		
AT5G14670.1		
AT3G27860.1	Gelse_mpi.v2.1_MPIG054000.1	CRO_01G002770.1
AT5G40340.1	Gelse_mpi.v2.1_MPIG054000.1	CRO_01G002770.1
AT3G01520.1	Gelse_mpi.v2.1_MPIG053990.1	CRO_01G002780.1
AT5G14680.1	Gelse_mpi.v2.1_MPIG053990.1	CRO_01G002780.1
AT3G01516.1	Gelse_mpi.v2.1_MPIG053980.6	CRO_01G002790.1
AT5G14690.1	Gelse_mpi.v2.1_MPIG053980.6	CRO_01G002790.1
		
		
AT5G14700.1	Gelse_mpi.v2.1_MPIG053970.1	CRO_01G002800.1
		
AT5G40330.1		
AT5G14710.1	Gelse_mpi.v2.1_MPIG053960.14	CRO_01G002810.3
AT5G14720.1	Gelse_mpi.v2.1_MPIG053950.2	CRO_01G002820.1
AT3G01513.1		
		
		
	Gelse_mpi.v2.1_MPIG053940.1	
		CRO_01G002830.1
		
		
		
AT5G14730.1		
		
AT3G27870.1	Gelse_mpi.v2.1_MPIG053930.1	CRO_01G002840.1
		
		
		
AT3G27880.1	Gelse_mpi.v2.1_MPIG053920.1	CRO_01G002850.1
AT3G27890.1		
AT5G14740.1		
AT3G27900.1		
AT3G27906.1		
		
AT3G01510.1	Gelse_mpi.v2.1_MPIG053910.2	CRO_01G002860.6
		
		
AT3G27910.1		
AT3G27920.1		
		
		
AT3G27925.1		CRO_01G002870.1
		
AT5G14750.1		
		
AT3G27930.1	Gelse_mpi.v2.1_MPIG053890.2	CRO_01G002880.2
		
		
		
		
AT3G27940.1		
AT5G14760.1	Gelse_mpi.v2.1_MPIG053880.4	CRO_01G002890.2
		
		
AT3G27950.1		
		
		
		
		
		
AT3G27960.1	Gelse_mpi.v2.1_MPIG053870.1	CRO_01G002900.4
AT3G27968.1		
		
		
AT3G27970.1	Gelse_mpi.v2.1_MPIG053860.1	CRO_01G002910.1
AT5G40310.1	Gelse_mpi.v2.1_MPIG053860.1	CRO_01G002910.1
		
		
AT5G14770.1		
	Gelse_mpi.v2.1_MPIG053850.1	
		
		
		
		
		
		
		
		
AT5G40300.1	Gelse_mpi.v2.1_MPIG053840.1	CRO_01G002920.4
		
		
AT5G40280.1	Gelse_mpi.v2.1_MPIG053830.4	CRO_01G002930.2
AT3G01500.2	Gelse_mpi.v2.1_MPIG053900.1	
		
		
		
		
		
		
		
AT5G14780.1	Gelse_mpi.v2.1_MPIG053820.1	CRO_01G002940.1
		
		
		CRO_01G002950.1
		CRO_01G002960.1
AT3G27980.1		
		
		
	Gelse_mpi.v2.1_MPIG053810.1	CRO_01G002970.1
		
	Gelse_mpi.v2.1_MPIG053800.3	CRO_01G002980.1
		
		
		
		
AT5G40270.1	Gelse_mpi.v2.1_MPIG053790.1	CRO_01G002990.4
AT3G01490.1	Gelse_mpi.v2.1_MPIG053780.1	CRO_01G003000.1
		
AT3G01480.1	Gelse_mpi.v2.1_MPIG053770.2	CRO_01G003010.3
		
AT3G27999.1		
		
AT3G01472.1		
		
		
		
		
		
		
		
AT5G40260.1	Gelse_mpi.v2.1_MPIG053750.1	CRO_01G003020.1
AT3G01470.1		CRO_01G003040.1
		
	Gelse_mpi.v2.1_MPIG053740.1	
		CRO_01G003050.1
		
AT3G01450.1	Gelse_mpi.v2.1_MPIG053730.1	CRO_01G003060.1
AT5G14790.1	Gelse_mpi.v2.1_MPIG053730.1	CRO_01G003060.1
		
		
AT5G14800.1		
	Gelse_mpi.v2.1_MPIG053720.1	CRO_01G003070.1
AT3G01460.1		
AT3G28007.1		
		
	Gelse_mpi.v2.1_MPIG053710.1	
		
		
AT5G14820.1		
AT5G14860.1	Gelse_mpi.v2.1_MPIG053700.3	CRO_01G003080.1
		
		
		
AT5G14850.1		
		
		
		
		
	Gelse_mpi.v2.1_MPIG053690.1	CRO_01G003090.1
		
		
		
AT5G14870.1	Gelse_mpi.v2.1_MPIG053680.2	CRO_01G003100.1
		
		
	Gelse_mpi.v2.1_MPIG053670.1	
		
		
	Gelse_mpi.v2.1_MPIG053660.1	
		
AT5G14880.1	Gelse_mpi.v2.1_MPIG053650.1	CRO_01G003110.1
	Gelse_mpi.v2.1_MPIG053640.1	
		
	Gelse_mpi.v2.1_MPIG053630.1	
		CRO_01G003120.2
		
		
		
	Gelse_mpi.v2.1_MPIG053620.1	
AT3G28020.1		
		
AT3G01430.1	Gelse_mpi.v2.1_MPIG053610.1	CRO_01G003130.1
AT5G14890.1	Gelse_mpi.v2.1_MPIG053610.1	CRO_01G003130.1
AT3G01440.1		
		
		
		
	Gelse_mpi.v2.1_MPIG053600.1	
AT5G40250.1		CRO_01G003140.1
		
	Gelse_mpi.v2.1_MPIG053590.2	
		CRO_01G003150.3
		
		
	Gelse_mpi.v2.1_MPIG053580.3	CRO_01G003160.1
		
AT3G01435.1		
	Gelse_mpi.v2.1_MPIG053570.1	CRO_01G003170.1
		
	Gelse_mpi.v2.1_MPIG053560.1	
		
		
AT3G28030.1	Gelse_mpi.v2.1_MPIG053550.2	CRO_01G003180.2
		
		
		
		
		
		
AT3G28040.1		
AT5G40240.2	Gelse_mpi.v2.1_MPIG053530.11	CRO_01G003200.4
		
AT3G28050.1	Gelse_mpi.v2.1_MPIG053520.1	CRO_01G003220.2
		
		
		
		
		
		
		
AT3G28060.1		
		
AT5G40210.1		
AT3G01420.1	Gelse_mpi.v2.1_MPIG053510.2	CRO_01G003230.1
AT3G28080.1		
AT5G40200.1		
AT5G14900.1		
AT3G28120.1		
AT3G28140.1	Gelse_mpi.v2.1_MPIG053500.2	CRO_01G003250.1
AT5G40190.1	Gelse_mpi.v2.1_MPIG053500.2	CRO_01G003250.1
AT3G28150.1	Gelse_mpi.v2.1_MPIG053490.2	CRO_01G003260.1
	Gelse_mpi.v2.1_MPIG053480.1	
		
AT3G28155.1		
	Gelse_mpi.v2.1_MPIG053460.1	
	Gelse_mpi.v2.1_MPIG053470.1	
		
		
AT5G40180.1		
AT3G28170.1		
		
		
		
	Gelse_mpi.v2.1_MPIG053450.2	
AT3G28180.1	Gelse_mpi.v2.1_MPIG053440.1	CRO_01G003280.5
		
		CRO_01G003290.1
		
		
		
AT3G01410.1		CRO_01G003300.1
AT3G28190.1		
		
AT5G14910.1	Gelse_mpi.v2.1_MPIG053420.1	CRO_01G003310.1
		
AT3G01400.1		
AT5G40160.1		
	Gelse_mpi.v2.1_MPIG053410.1	CRO_01G003320.1
		
AT3G01390.1		
AT5G14920.1		
	Gelse_mpi.v2.1_MPIG053400.1	CRO_01G003330.1
AT3G28193.1		
	Gelse_mpi.v2.1_MPIG053390.1	
		
	Gelse_mpi.v2.1_MPIG053380.1	
		
AT5G40155.1		
AT3G01380.1	Gelse_mpi.v2.1_MPIG053370.1	CRO_01G003340.1
		
AT5G14930.2		CRO_01G003350.3
		
		
AT3G28200.1	Gelse_mpi.v2.1_MPIG053360.1	CRO_01G003360.1
AT5G40150.1	Gelse_mpi.v2.1_MPIG053360.1	CRO_01G003360.1
		
		
AT5G40140.1	Gelse_mpi.v2.1_MPIG053350.1	CRO_01G003370.1
		
AT3G28210.1	Gelse_mpi.v2.1_MPIG053340.1	CRO_01G003380.1
		
AT3G28216.1		
	Gelse_mpi.v2.1_MPIG053330.1	CRO_01G003390.1
AT3G28220.1		
	Gelse_mpi.v2.1_MPIG053320.1	CRO_01G003400.1
		
	Gelse_mpi.v2.1_MPIG053310.2	
		
		
		CRO_01G003410.2
AT3G28230.2		
		
		
AT3G28243.1		
AT3G01370.1	Gelse_mpi.v2.1_MPIG053300.1	CRO_01G003420.1
AT3G28250.1		
	Gelse_mpi.v2.1_MPIG053290.1	CRO_01G003430.1
AT3G28260.1		
		
AT5G40100.1		
AT3G01360.1	Gelse_mpi.v2.1_MPIG053280.2	CRO_01G003440.1
		
		
		
		
AT3G28280.1		
		
AT3G01350.1	Gelse_mpi.v2.1_MPIG053270.4	CRO_01G003450.1
AT5G14940.1	Gelse_mpi.v2.1_MPIG053270.4	CRO_01G003450.1
		
		
		
		CRO_01G003460.1
		
AT3G28291.1		
		
AT5G40090.1		
	Gelse_mpi.v2.1_MPIG053260.1	CRO_01G003470.1
		
AT3G28300.1		
		
		
AT5G14950.1	Gelse_mpi.v2.1_MPIG053240.1	CRO_01G003480.1
	Gelse_mpi.v2.1_MPIG053250.1	
		
		
		
		
	Gelse_mpi.v2.1_MPIG053230.1	
		
		
AT3G01340.1	Gelse_mpi.v2.1_MPIG053220.2	CRO_06G000450.1,CRO_01G003490.1
		
AT3G28321.1		
AT3G01330.1		CRO_01G003500.1
AT5G14960.1		CRO_01G003500.1
		
	Gelse_mpi.v2.1_MPIG053210.1	
		
		
AT3G28340.1	Gelse_mpi.v2.1_MPIG053190.1	
AT5G14970.1	Gelse_mpi.v2.1_MPIG053200.1	CRO_01G003510.1
AT5G14980.1		
AT5G14990.1		
AT5G15000.1		
		
AT5G15008.1		
AT5G15010.1		
AT3G01320.1	Gelse_mpi.v2.1_MPIG053180.1	CRO_01G003520.3
AT5G15020.1	Gelse_mpi.v2.1_MPIG053180.1	CRO_01G003520.3
		
		
		
		
		
		
		CRO_01G003530.1
		
		
		
		
		
		
AT3G28380.1	Gelse_mpi.v2.1_MPIG053170.3	CRO_01G003540.1
	Gelse_mpi.v2.1_MPIG053070.1	CRO_01G003660.1
		
		
		
AT3G28480.2	Gelse_mpi.v2.1_MPIG053080.1	CRO_01G003650.1
AT3G28370.1	Gelse_mpi.v2.1_MPIG053160.1	CRO_01G003550.2
AT3G28410.1		
		
		
	Gelse_mpi.v2.1_MPIG053150.1	CRO_01G003560.2
		
		
		
AT3G28420.1		CRO_01G003570.1
		
AT3G28430.1		
	Gelse_mpi.v2.1_MPIG053140.2	CRO_01G003580.1
AT3G28440.1		
AT3G28450.1	Gelse_mpi.v2.1_MPIG053130.1	CRO_01G003590.1
		
		
AT3G28455.1	Gelse_mpi.v2.1_MPIG053120.2	CRO_01G003600.1
		
AT3G01329.1		
AT3G28460.1	Gelse_mpi.v2.1_MPIG053110.6	CRO_01G003610.1
		
	Gelse_mpi.v2.1_MPIG053100.2	CRO_01G003620.2
	Gelse_mpi.v2.1_MPIG053090.1	CRO_01G003630.1
AT5G40040.1		
AT5G15040.1		
		
AT3G28470.1		CRO_01G003640.1
		
AT3G28500.1		
		
		
AT5G40030.1	Gelse_mpi.v2.1_MPIG053060.1	CRO_01G003670.1
AT5G40020.1	Gelse_mpi.v2.1_MPIG053050.1	CRO_01G003680.1
AT3G28530.1		
		
AT5G40010.1		
AT3G28540.1	Gelse_mpi.v2.1_MPIG053040.1	
		
AT3G28550.1		
		
		
		
AT5G39980.1	Gelse_mpi.v2.1_MPIG053010.1	CRO_01G003710.1
AT3G28580.1		
AT5G15050.1	Gelse_mpi.v2.1_MPIG053020.1	CRO_01G003700.2
AT5G39990.1	Gelse_mpi.v2.1_MPIG053020.1	CRO_01G003700.2
		
AT3G28590.1		
		CRO_01G003720.1
		
AT5G39970.1		
	Gelse_mpi.v2.1_MPIG053000.1	
AT3G28600.1	Gelse_mpi.v2.1_MPIG053030.1	CRO_01G003690.1
AT5G40000.1	Gelse_mpi.v2.1_MPIG053030.1	CRO_01G003690.1
		
AT5G15060.1		
AT3G01311.1		CRO_01G003730.1
		
		
AT3G01319.1		
AT3G28620.1		
		
AT5G39960.1		
	Gelse_mpi.v2.1_MPIG052990.1	CRO_01G003740.4
AT3G28630.1		
		
		
		
AT3G28640.1	Gelse_mpi.v2.1_MPIG052980.1	CRO_01G003750.1
		
		
AT5G39950.1	Gelse_mpi.v2.1_MPIG052930.3	
		
		
		
	Gelse_mpi.v2.1_MPIG052970.3	CRO_01G003760.1
		
AT5G39940.1	Gelse_mpi.v2.1_MPIG052960.1	CRO_01G003770.1
	Gelse_mpi.v2.1_MPIG052940.2	
		
		
AT3G01310.1	Gelse_mpi.v2.1_MPIG052950.2	CRO_01G003780.1
AT5G15070.2	Gelse_mpi.v2.1_MPIG052950.2	CRO_01G003780.1
		
		
		
		
		
AT3G28670.1		
		
AT3G01120.1	Gelse_mpi.v2.1_MPIG052170.3	CRO_01G003790.1
		
		
		
		
	Gelse_mpi.v2.1_MPIG052910.1	
		
		
		CRO_01G003800.1
		
		
AT3G28674.1		
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG052900.1	CRO_01G003810.4
		
		
AT3G28680.1		
		
		
	Gelse_mpi.v2.1_MPIG052890.1	
AT3G01290.1		CRO_01G003820.2
		
		
AT5G39930.1		
		
		
		
AT3G01280.1	Gelse_mpi.v2.5_MPIG031120.1,Gelse_mpi.v2.1_MPIG052880.1	CRO_01G003830.1,CRO_02G025630.2
AT5G15090.1	Gelse_mpi.v2.5_MPIG031120.1,Gelse_mpi.v2.1_MPIG052880.1	CRO_01G003830.1,CRO_02G025630.2
AT3G28700.1	Gelse_mpi.v2.1_MPIG052920.1	
		
	Gelse_mpi.v2.1_MPIG052870.4	
		CRO_01G003840.2
AT5G15100.1	Gelse_mpi.v2.1_MPIG052860.2	CRO_01G003850.1
AT3G28710.1	Gelse_mpi.v2.1_MPIG052730.1	CRO_01G003950.1
		CRO_01G003860.1
		
		
		
AT3G01270.1	Gelse_mpi.v2.1_MPIG052820.1	CRO_01G003880.1
AT1G14420.1	Gelse_mpi.v2.1_MPIG052820.1	CRO_01G003880.1
AT5G15110.1	Gelse_mpi.v2.1_MPIG052820.1	CRO_01G003880.1
AT2G02720.1	Gelse_mpi.v2.1_MPIG052820.1	CRO_01G003880.1
	Gelse_mpi.v2.1_MPIG052800.1	
AT3G28730.1	Gelse_mpi.v2.1_MPIG052770.2	CRO_01G003890.2
		
		
	Gelse_mpi.v2.1_MPIG052760.1	CRO_01G003910.1
AT3G01260.1		
AT3G28720.1	Gelse_mpi.v2.1_MPIG052750.1	CRO_01G003920.1
AT5G39910.1		
AT5G15120.1		
		
	Gelse_mpi.v2.1_MPIG052660.5	CRO_01G004010.4
	Gelse_mpi.v2.1_MPIG052740.1	CRO_01G003940.1
AT3G28740.1		
		
		
		
		
AT3G01250.1		
	Gelse_mpi.v2.1_MPIG052720.1	
		
		
AT5G39890.1	Gelse_mpi.v2.1_MPIG052710.1	CRO_01G003960.2
		
	Gelse_mpi.v2.1_MPIG052700.1	
		
AT5G15130.1	Gelse_mpi.v2.1_MPIG052690.1	CRO_01G003970.1
AT5G39900.1	Gelse_mpi.v2.1_MPIG052680.1	CRO_01G003980.5
		
		CRO_01G003990.1
AT3G01240.1		
AT3G28750.1		
		
		CRO_01G004000.1
		
		
		
		
		
		
	Gelse_mpi.v2.5_MPIG031000.2,Gelse_mpi.v2.1_MPIG052650.1	CRO_01G004020.1,CRO_02G025530.1
		
		
		
		
AT5G15140.1		
		
		
	Gelse_mpi.v2.1_MPIG052640.1	CRO_01G004030.1
		
		
		
AT5G39880.1		
		
		
		
		
		
		
		
		
		
AT3G28760.2	Gelse_mpi.v2.1_MPIG052630.3	CRO_01G004050.1
		CRO_01G004060.1
AT5G39870.1		
AT3G28810.1		
AT3G01300.1	Gelse_mpi.v2.5_MPIG031150.2,Gelse_mpi.v2.1_MPIG052620.1	CRO_01G004070.1,CRO_02G025670.3
AT3G28690.2	Gelse_mpi.v2.5_MPIG031150.2,Gelse_mpi.v2.1_MPIG052620.1	CRO_01G004070.1,CRO_02G025670.3
AT5G15080.1	Gelse_mpi.v2.5_MPIG031150.2,Gelse_mpi.v2.1_MPIG052620.1	CRO_01G004070.1,CRO_02G025670.3
		
AT3G01220.1	Gelse_mpi.v2.1_MPIG052610.1	CRO_01G004080.1
AT5G15150.1	Gelse_mpi.v2.1_MPIG052610.1	CRO_01G004080.1
		
		
AT3G28850.1	Gelse_mpi.v2.1_MPIG052600.1	CRO_01G004090.1
AT5G39865.1	Gelse_mpi.v2.1_MPIG052600.1	CRO_01G004090.1
AT3G01210.1	Gelse_mpi.v2.1_MPIG052590.3	CRO_01G004100.3
		
AT3G28857.1		CRO_01G004110.1
AT5G15160.1		CRO_01G004110.1
AT5G39860.1		CRO_01G004110.1
		
		
		
		
AT5G15170.1		
AT3G28860.1	Gelse_mpi.v2.1_MPIG052580.1	CRO_01G004120.1
		
		
AT5G15180.1		
	Gelse_mpi.v2.1_MPIG052570.1	CRO_01G004130.1
		
		
AT3G28870.1		
AT5G15190.1		CRO_01G004140.1
		
		
AT3G01200.1		
		
		
		
		
AT3G28880.1		
	Gelse_mpi.v2.1_MPIG052560.3	CRO_01G004160.1
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG052550.1	CRO_01G004170.3
		
		
		
AT5G39840.1		
	Gelse_mpi.v2.1_MPIG052540.1	CRO_01G004180.1
	Gelse_mpi.v2.1_MPIG052530.1	CRO_01G004190.3
		
AT3G28899.1		
AT3G01190.1		
		
		
AT5G15210.1		
AT5G39830.1	Gelse_mpi.v2.1_MPIG052520.1	CRO_01G004210.1
		
		
AT5G39820.1	Gelse_mpi.v2.5_MPIG030710.1,Gelse_mpi.v2.1_MPIG052510.2	CRO_01G004220.1
		
AT5G39800.1		
AT3G28960.1	Gelse_mpi.v2.1_MPIG052420.1	
AT5G39790.1		
AT5G39785.2	Gelse_mpi.v2.1_MPIG052500.1	CRO_01G004230.4
		
		
		
		
		
AT3G28917.1	Gelse_mpi.v2.1_MPIG052480.1	CRO_01G004250.1
AT5G15220.1		
AT5G39770.1		
AT3G28910.1	Gelse_mpi.v2.1_MPIG052490.1	CRO_01G004240.2
		
AT3G28918.1		
		
		
		
AT3G28920.1	Gelse_mpi.v2.1_MPIG052470.1	CRO_01G004260.1
AT5G39760.1	Gelse_mpi.v2.1_MPIG052470.1	CRO_01G004260.1
		
		
		
		
AT5G39740.1		
AT5G15230.1	Gelse_mpi.v2.1_MPIG052460.1	CRO_01G004270.1
		
		
AT3G28940.1		
	Gelse_mpi.v2.1_MPIG052450.1	
		
		
		
		
AT5G39730.1		
AT3G28925.1	Gelse_mpi.v2.1_MPIG052440.1	CRO_01G004280.2
		
		
		
AT3G28956.1		
	Gelse_mpi.v2.1_MPIG052410.2	
		
AT5G15240.1		
AT3G01175.1		
	Gelse_mpi.v2.1_MPIG052430.4	
		
	Gelse_mpi.v2.1_MPIG052400.2	
AT3G28958.1		
AT3G01180.1	Gelse_mpi.v2.1_MPIG052390.5	CRO_01G004290.1
		
AT5G39710.1		
AT3G28970.1	Gelse_mpi.v2.1_MPIG052360.1	CRO_01G004300.7
AT5G15250.2		
	Gelse_mpi.v2.1_MPIG052350.1	
		
		
AT5G39700.1		
	Gelse_mpi.v2.1_MPIG052370.1	CRO_01G004310.1
		
		
AT3G28990.1		
AT5G15254.1		
AT5G39690.1		
AT3G01170.1	Gelse_mpi.v2.1_MPIG052330.1	CRO_01G004320.1
AT5G15260.1	Gelse_mpi.v2.1_MPIG052330.1	CRO_01G004320.1
AT5G39680.1		
AT5G39660.1	Gelse_mpi.v2.5_MPIG030500.1,Gelse_mpi.v2.1_MPIG052320.5	CRO_01G004330.2,CRO_02G024960.2
AT3G29010.1		
AT3G01160.1		
AT3G29000.1	Gelse_mpi.v2.5_MPIG030490.1,Gelse_mpi.v2.1_MPIG052300.1	CRO_01G004340.1
AT5G39670.1	Gelse_mpi.v2.5_MPIG030490.1,Gelse_mpi.v2.1_MPIG052300.1	CRO_01G004340.1
AT3G29020.2		
	Gelse_mpi.v2.1_MPIG052290.1	
		
		
AT3G29030.1	Gelse_mpi.v2.1_MPIG052280.2	CRO_01G004350.1
		
AT5G15265.1	Gelse_mpi.v2.1_MPIG052310.1	
		
AT3G01150.1	Gelse_mpi.v2.1_MPIG052270.5	CRO_01G004360.2
AT5G39650.1		
		
	Gelse_mpi.v2.1_MPIG052260.1	
AT3G29033.1		
		
AT5G15270.2	Gelse_mpi.v2.1_MPIG052250.1	CRO_01G004370.1
AT5G39645.1		
		CRO_01G004380.3
		
AT3G29036.1		
	Gelse_mpi.v2.1_MPIG052240.2	
		
		
AT5G15280.1	Gelse_mpi.v2.1_MPIG052340.1	CRO_01G004390.1
		
		
AT5G39630.1		
AT3G29034.1		
AT5G39620.1		
AT5G15290.1	Gelse_mpi.v2.1_MPIG052220.1	CRO_01G004410.1
AT3G29035.1		
		
AT5G39610.1		
	Gelse_mpi.v2.1_MPIG052210.2	
		
		CRO_01G004420.1
AT5G15300.1	Gelse_mpi.v2.1_MPIG052200.1	
AT5G39600.1		
AT3G29040.1		
	Gelse_mpi.v2.1_MPIG052190.1	CRO_01G004430.2
		
		
AT5G39590.1		
AT3G01140.1	Gelse_mpi.v2.1_MPIG052180.2	CRO_01G004440.1
AT5G15310.1	Gelse_mpi.v2.1_MPIG052180.2	CRO_01G004440.1
		
		
		
AT5G15320.1		
		
		
		
AT5G39581.1		
AT5G15330.1	Gelse_mpi.v2.1_MPIG052160.2	CRO_01G004450.2
		
		
AT5G39580.1		
AT3G29060.1	Gelse_mpi.v2.1_MPIG052150.1	CRO_01G004460.9
	Gelse_mpi.v2.1_MPIG052140.1	
AT3G29070.1		
		
AT3G01130.1		
		
	Gelse_mpi.v2.1_MPIG052120.1	
AT3G29075.1	Gelse_mpi.v2.1_MPIG052110.2	CRO_01G004470.1
AT5G39570.1	Gelse_mpi.v2.1_MPIG052110.2	CRO_01G004470.1
	Gelse_mpi.v2.1_MPIG052130.1	
		
AT3G29080.1		
		
		
AT5G39550.1		
AT3G29090.1	Gelse_mpi.v2.1_MPIG052100.1	CRO_01G004480.1
		
		
		
AT5G39530.1	Gelse_mpi.v2.1_MPIG052090.2	CRO_01G004490.1
		
		
		
		
		
AT5G15340.1	Gelse_mpi.v2.1_MPIG052070.1	CRO_01G004500.1
		
		
		
		
AT3G29100.1	Gelse_mpi.v2.1_MPIG052060.7	
AT5G39510.1	Gelse_mpi.v2.1_MPIG052060.7	
		
		
		
		
		
		
AT3G29130.2		
AT5G39500.1	Gelse_mpi.v2.1_MPIG052050.14	CRO_01G004510.1
		
		
		
AT3G29140.1		
AT3G01100.1	Gelse_mpi.v2.1_MPIG052040.5	CRO_01G004520.7
		
AT5G39493.1		
AT3G29152.1		
	Gelse_mpi.v2.1_MPIG052030.1	CRO_01G004530.1
AT3G01090.2	Gelse_mpi.v2.1_MPIG052020.2	CRO_01G004540.8
AT3G29160.1	Gelse_mpi.v2.1_MPIG052020.2	CRO_01G004540.8
		
		CRO_01G004550.1
AT3G29170.1		
		
		
		
AT5G39480.1		
AT3G29180.1	Gelse_mpi.v2.1_MPIG052010.4	CRO_01G004560.3
AT5G39430.1	Gelse_mpi.v2.1_MPIG052010.4	CRO_01G004560.3
	Gelse_mpi.v2.1_MPIG052000.1	CRO_01G004570.3
		
		
	Gelse_mpi.v2.1_MPIG051990.1	CRO_01G004580.1
		
		
	Gelse_mpi.v2.1_MPIG051980.1	
AT3G01085.1		
AT3G29185.2	Gelse_mpi.v2.1_MPIG051970.1	CRO_01G004590.2
	Gelse_mpi.v2.1_MPIG051960.1	
		
		
	Gelse_mpi.v2.1_MPIG051950.1	
	Gelse_mpi.v2.1_MPIG051940.1	CRO_01G004600.1
		
		
		CRO_01G004610.2
		
		
AT3G29195.1		
AT3G01070.1	Gelse_mpi.v2.1_MPIG051930.1	CRO_01G004620.1
AT5G15350.1	Gelse_mpi.v2.1_MPIG051930.1	CRO_01G004620.1
AT5G39450.1		
		
AT3G29200.1	Gelse_mpi.v2.1_MPIG051920.7	CRO_01G004630.1
	Gelse_mpi.v2.1_MPIG051910.1	
		
AT3G29230.1	Gelse_mpi.v2.1_MPIG051900.1	CRO_01G004640.6
AT3G01080.1		
AT5G39440.1		
